癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2013,全,宜蘭縣,其他分界不明的部位,0.19,1,42,42,0.22
2013,全,宜蘭縣,不明原發部位,2.29,21,76.24,80,4.58
2013,全,宜蘭縣,何杰金氏淋巴瘤,1.53,8,45,48.5,1.74
2013,全,宜蘭縣,白血病,7.93,47,57.47,61,10.25
2013,全,宜蘭縣,非何杰金氏淋巴瘤,6.91,48,61.46,60.5,10.47
2013,全,宜蘭縣,漿細胞瘤,1.52,12,70.08,73.5,2.62
2013,全,宜蘭縣,全癌症,306.7,"2,165",64.76,66,472.24
2013,全,苗栗縣,口腔、口咽及下咽,21.2,159,53.19,52,28.11
2013,全,苗栗縣,主唾液腺,0.73,6,60.17,60.5,1.06
2013,全,苗栗縣,鼻咽,2.37,17,48.24,54,3.01
2013,全,苗栗縣,食道,7.61,58,57.28,56,10.26
2013,全,苗栗縣,胃,9.64,92,70.4,74,16.27
2013,全,苗栗縣,小腸,1.2,10,64.5,66,1.77
2013,全,苗栗縣,結直腸,40.81,368,67.4,70,65.07
2013,全,苗栗縣,肝及肝內膽管,36.33,308,65,67,54.46
2013,全,苗栗縣,膽囊及肝外膽管,2.05,18,65.44,69.5,3.18
2013,全,苗栗縣,胰,6.19,56,70.04,70.5,9.9
2013,全,苗栗縣,後腹膜腔及腹膜,1.18,8,51.75,53,1.41
2013,全,苗栗縣,鼻腔、中耳及副鼻竇,0.82,7,61.43,58,1.24
2013,全,苗栗縣,喉,1.87,15,58.53,57,2.65
2013,全,苗栗縣,肺、支氣管及氣管,29.43,272,69.64,71,48.09
2013,全,苗栗縣,胸膜,0.31,2,66.5,66.5,0.35
2013,全,苗栗縣,胸腺、心臟與中隔,0.83,6,54.33,54,1.06
2013,全,苗栗縣,骨、關節及關節軟骨,0.61,3,37.33,29,0.53
2013,全,苗栗縣,結締組織、皮下組織及其他軟組織,3.81,25,50.64,54,4.42
2013,全,苗栗縣,皮膚,7.85,85,76.2,79,15.03
2013,全,苗栗縣,膀胱,5.22,52,73.15,76,9.19
2013,全,苗栗縣,腎,4.76,34,54.21,56.5,6.01
2013,全,苗栗縣,腎盂及其他泌尿系統,3.03,30,73.8,74,5.3
2013,全,苗栗縣,眼及淚腺,0.95,4,27.75,26.5,0.71
2013,全,苗栗縣,腦,1.99,14,53.21,54.5,2.48
2013,全,苗栗縣,甲狀腺,9.21,67,52.7,50,11.85
2013,全,苗栗縣,其他內分泌腺,0.74,3,20,19,0.53
2013,全,苗栗縣,其他分界不明的部位,0.15,1,45,45,0.18
2013,全,苗栗縣,不明原發部位,2.15,25,79.56,81,4.42
2013,全,苗栗縣,何杰金氏淋巴瘤,0.62,4,45.75,45.5,0.71
2013,全,苗栗縣,白血病,7.14,43,46.84,49,7.6
2013,全,苗栗縣,非何杰金氏淋巴瘤,7.38,64,65.59,68,11.32
2013,全,苗栗縣,漿細胞瘤,1.21,12,68.75,77.5,2.12
2013,全,苗栗縣,全癌症,278.57,"2,346",63.73,65,414.81
2013,全,彰化縣,口腔、口咽及下咽,29.7,515,56.77,56,39.74
2013,全,彰化縣,主唾液腺,0.7,13,59.77,58,1
2013,全,彰化縣,鼻咽,4.93,84,53.33,53.5,6.48
2013,全,彰化縣,食道,8.05,147,60.33,59,11.34
2013,全,彰化縣,胃,8.44,171,68.2,70,13.19
2013,全,彰化縣,小腸,0.73,15,68.2,74,1.16
2013,全,彰化縣,結直腸,44.39,871,66.77,69,67.21
2013,全,彰化縣,肝及肝內膽管,38.42,731,65.8,66,56.4
2013,全,彰化縣,膽囊及肝外膽管,3.55,78,73.91,75,6.02
2013,全,彰化縣,胰,5.52,111,69.29,70,8.56
2013,全,彰化縣,後腹膜腔及腹膜,0.56,10,62.3,63.5,0.77
2013,全,彰化縣,消化器官其他分界不明部位,0.09,2,68,68,0.15
2013,全,彰化縣,鼻腔、中耳及副鼻竇,0.46,9,62.78,57,0.69
2013,全,彰化縣,喉,2.86,51,62.27,62,3.94
2013,全,彰化縣,肺、支氣管及氣管,37.03,738,68.31,70,56.94
2013,全,彰化縣,胸腺、心臟與中隔,1,18,59.56,57,1.39
2013,全,彰化縣,骨、關節及關節軟骨,0.81,12,45.58,44.5,0.93
2013,全,彰化縣,結締組織、皮下組織及其他軟組織,1.79,29,57.59,62,2.24
2013,全,彰化縣,皮膚,9.81,211,71.84,76,16.28
2013,全,彰化縣,膀胱,6.41,131,69.4,71,10.11
2013,全,彰化縣,腎,2.56,47,61.36,60,3.63
2013,全,彰化縣,腎盂及其他泌尿系統,4.1,83,70.06,72,6.4
2013,全,彰化縣,眼及淚腺,0.33,4,47.25,53.5,0.31
2013,全,彰化縣,腦,2.66,38,50.58,56.5,2.93
2013,全,彰化縣,其他神經系統,0.34,7,69.86,73,0.54
2013,全,彰化縣,甲狀腺,10.91,172,48.8,49,13.27
2013,全,彰化縣,其他內分泌腺,0.26,4,50.75,57.5,0.31
2013,全,彰化縣,不明原發部位,2.67,53,66.32,71,4.09
2013,全,彰化縣,何杰金氏淋巴瘤,0.77,10,32.5,27,0.77
2013,全,彰化縣,白血病,7.86,125,56.9,63,9.64
2013,全,彰化縣,非何杰金氏淋巴瘤,7.46,132,60.05,61.5,10.19
2013,全,彰化縣,漿細胞瘤,1.59,31,68.06,69,2.39
2013,全,彰化縣,全癌症,307.27,"5,743",63.46,64,443.13
2013,全,南投縣,口腔、口咽及下咽,30.39,229,56.37,54,44.27
2013,全,南投縣,主唾液腺,0.55,4,55.25,51.5,0.77
2013,全,南投縣,鼻咽,4.51,32,55.13,51,6.19
2013,全,南投縣,食道,8.4,65,59,56,12.57
2013,全,南投縣,胃,7.74,69,68.96,72,13.34
2013,全,南投縣,小腸,0.45,4,72.25,72,0.77
2013,全,南投縣,結直腸,37.97,331,68.03,71,64
2013,全,南投縣,肝及肝內膽管,31.52,267,66.62,69,51.62
2013,全,南投縣,膽囊及肝外膽管,1.35,12,70.33,68,2.32
2013,全,南投縣,胰,3.94,34,66.03,68,6.57
2013,全,南投縣,後腹膜腔及腹膜,0.57,2,42.5,42.5,0.39
2013,全,南投縣,消化器官其他分界不明部位,0.08,1,80,80,0.19
2013,全,南投縣,鼻腔、中耳及副鼻竇,0.69,6,61.67,58.5,1.16
2013,全,南投縣,喉,1.66,13,60,59,2.51
2013,全,南投縣,肺、支氣管及氣管,30.3,269,68.58,71,52.01
2013,全,南投縣,胸腺、心臟與中隔,0.41,2,26,26,0.39
2013,全,南投縣,骨、關節及關節軟骨,0.69,5,58.8,63,0.97
2013,全,南投縣,結締組織、皮下組織及其他軟組織,1.54,9,41.89,41,1.74
2013,全,南投縣,皮膚,9.4,80,68.2,69,15.47
2013,全,南投縣,膀胱,7.58,71,72.45,74,13.73
2013,全,南投縣,腎,2.54,19,64.21,76,3.67
2013,全,南投縣,腎盂及其他泌尿系統,3.31,31,73.55,76,5.99
2013,全,南投縣,腦,1.14,6,38.67,31.5,1.16
2013,全,南投縣,其他神經系統,0.12,1,60,60,0.19
2013,全,南投縣,甲狀腺,7.95,51,49.82,50,9.86
2013,全,南投縣,其他內分泌腺,0.13,1,50,50,0.19
2013,全,南投縣,不明原發部位,2.37,21,69.38,73,4.06
2013,全,南投縣,何杰金氏淋巴瘤,0.48,2,17.5,17.5,0.39
2013,全,南投縣,白血病,5.18,34,58.41,65.5,6.57
2013,全,南投縣,非何杰金氏淋巴瘤,8.06,64,61.8,63,12.37
2013,全,南投縣,漿細胞瘤,1.63,15,70.2,72,2.9
2013,全,南投縣,全癌症,269.98,"2,200",63.82,64,425.35
2013,全,雲林縣,口腔、口咽及下咽,37.11,376,57.16,55,53.12
2013,全,雲林縣,主唾液腺,0.5,6,68,72.5,0.85
2013,全,雲林縣,鼻咽,3.73,36,53.39,53,5.09
2013,全,雲林縣,食道,8.52,88,57.72,56,12.43
2013,全,雲林縣,胃,9.2,118,70.28,73,16.67
2013,全,雲林縣,小腸,1.22,14,64.71,62.5,1.98
2013,全,雲林縣,結直腸,37.86,462,67.15,69,65.27
2013,全,雲林縣,肝及肝內膽管,55.87,651,65.14,66,91.98
2013,全,雲林縣,膽囊及肝外膽管,3.28,40,69,68.5,5.65
2013,全,雲林縣,胰,5.22,57,63.49,66,8.05
2013,全,雲林縣,後腹膜腔及腹膜,0.91,9,55.44,57,1.27
2013,全,雲林縣,鼻腔、中耳及副鼻竇,0.75,8,61.63,64.5,1.13
2013,全,雲林縣,喉,1.69,19,63.32,61,2.68
2013,全,雲林縣,肺、支氣管及氣管,38.63,469,67.75,69,66.26
2013,全,雲林縣,胸腺、心臟與中隔,1.06,10,54.6,50,1.41
2013,全,雲林縣,骨、關節及關節軟骨,0.22,3,72.67,72,0.42
2013,全,雲林縣,結締組織、皮下組織及其他軟組織,1.4,16,63.88,59,2.26
2013,全,雲林縣,皮膚,11.52,156,72.58,75,22.04
2013,全,雲林縣,膀胱,3.91,55,73.09,77,7.77
2013,全,雲林縣,腎,3.33,38,63.39,61.5,5.37
2013,全,雲林縣,腎盂及其他泌尿系統,3.51,42,69.12,69,5.93
2013,全,雲林縣,眼及淚腺,0.46,3,51.67,76,0.42
2013,全,雲林縣,腦,1.94,19,57.63,63,2.68
2013,全,雲林縣,其他神經系統,0.2,2,62.5,62.5,0.28
2013,全,雲林縣,甲狀腺,9.57,85,49.39,51,12.01
2013,全,雲林縣,其他內分泌腺,0.15,2,68,68,0.28
2013,全,雲林縣,不明原發部位,1.58,19,66.16,70,2.68
2013,全,雲林縣,何杰金氏淋巴瘤,1.01,5,19.2,17,0.71
2013,全,雲林縣,白血病,6.19,66,61.94,69,9.32
2013,全,雲林縣,非何杰金氏淋巴瘤,6.4,70,61.96,65.5,9.89
2013,全,雲林縣,漿細胞瘤,1.35,17,69.24,72,2.4
2013,全,雲林縣,全癌症,307,"3,484",63.96,65,492.24
2013,全,嘉義縣,口腔、口咽及下咽,33.3,261,56.38,55,49.32
2013,全,嘉義縣,主唾液腺,0.5,4,57.25,52,0.76
2013,全,嘉義縣,鼻咽,4.57,31,51.1,48,5.86
2013,全,嘉義縣,食道,12.95,105,58.62,57,19.84
2013,全,嘉義縣,胃,8.23,84,70.49,74,15.87
2013,全,嘉義縣,小腸,1.58,17,72.18,74,3.21
2013,全,嘉義縣,結直腸,40.38,395,68.66,71,74.64
2013,全,嘉義縣,肝及肝內膽管,53.76,500,66.83,68,94.48
2013,全,嘉義縣,膽囊及肝外膽管,3.42,35,71,72,6.61
2013,全,嘉義縣,胰,4.6,45,71.02,70,8.5
2013,全,嘉義縣,後腹膜腔及腹膜,0.35,2,42,42,0.38
2013,全,嘉義縣,鼻腔、中耳及副鼻竇,0.7,5,53.8,52,0.94
2013,全,嘉義縣,喉,3.07,26,59.54,57,4.91
2013,全,嘉義縣,肺、支氣管及氣管,37.31,376,69.89,72,71.05
2013,全,嘉義縣,胸膜,0.24,2,57.5,57.5,0.38
2013,全,嘉義縣,胸腺、心臟與中隔,1.94,17,62.82,60,3.21
2013,全,嘉義縣,骨、關節及關節軟骨,0.99,5,33.2,18,0.94
2013,全,嘉義縣,結締組織、皮下組織及其他軟組織,2.3,16,52.38,55,3.02
2013,全,嘉義縣,皮膚,14.83,170,74.66,77,32.12
2013,全,嘉義縣,膀胱,8.93,89,69.71,72,16.82
2013,全,嘉義縣,腎,4.14,33,58.55,59,6.24
2013,全,嘉義縣,腎盂及其他泌尿系統,6.63,67,71.31,73,12.66
2013,全,嘉義縣,眼及淚腺,0.53,1,0,0,0.19
2013,全,嘉義縣,腦,2.97,16,41.56,40,3.02
2013,全,嘉義縣,其他神經系統,0.43,3,53.67,48,0.57
2013,全,嘉義縣,甲狀腺,8.94,59,48.46,49,11.15
2013,全,嘉義縣,其他內分泌腺,0.29,2,57.5,57.5,0.38
2013,全,嘉義縣,不明原發部位,2.17,23,70,74,4.35
2013,全,嘉義縣,何杰金氏淋巴瘤,0.11,1,63,63,0.19
2013,全,嘉義縣,白血病,7.33,53,59.62,63,10.01
2013,全,嘉義縣,非何杰金氏淋巴瘤,6.99,60,65.2,67.5,11.34
2013,全,嘉義縣,漿細胞瘤,1.29,13,69.23,72,2.46
2013,全,嘉義縣,全癌症,324.56,"2,926",65.11,66,552.88
2013,全,屏東縣,口腔、口咽及下咽,32.62,406,55.74,54,47.64
2013,全,屏東縣,主唾液腺,1.04,12,55.08,56.5,1.41
2013,全,屏東縣,鼻咽,5.8,70,54.6,53.5,8.21
2013,全,屏東縣,食道,9.95,123,56.14,55,14.43
2013,全,屏東縣,胃,8.45,122,70.42,72.5,14.31
2013,全,屏東縣,小腸,0.94,14,71.64,76.5,1.64
2013,全,屏東縣,結直腸,40.12,549,65.86,67,64.41
2013,全,屏東縣,肝及肝內膽管,35.15,477,64.33,64,55.97
2013,全,屏東縣,膽囊及肝外膽管,2.59,38,69.95,70,4.46
2013,全,屏東縣,胰,6.29,87,67.9,69,10.21
2013,全,屏東縣,後腹膜腔及腹膜,0.92,9,53.44,58,1.06
2013,全,屏東縣,消化器官其他分界不明部位,0.15,2,79.5,79.5,0.23
2013,全,屏東縣,鼻腔、中耳及副鼻竇,0.79,10,59,58.5,1.17
2013,全,屏東縣,喉,2.51,32,60.03,57,3.75
2013,全,屏東縣,肺、支氣管及氣管,33.13,467,67.98,70,54.79
2013,全,屏東縣,胸膜,0.42,5,54.2,54,0.59
2013,全,屏東縣,胸腺、心臟與中隔,1.02,11,49.55,49,1.29
2013,全,屏東縣,骨、關節及關節軟骨,0.33,3,45.67,42,0.35
2013,全,屏東縣,結締組織、皮下組織及其他軟組織,1.8,20,53.25,57.5,2.35
2013,全,屏東縣,皮膚,14.45,217,73.47,76,25.46
2013,全,屏東縣,膀胱,6.01,85,67.98,68,9.97
2013,全,屏東縣,腎,2.59,34,63.97,68.5,3.99
2013,全,屏東縣,腎盂及其他泌尿系統,5.43,76,69.3,71,8.92
2013,全,屏東縣,眼及淚腺,0.28,4,76.25,73,0.47
2013,全,屏東縣,腦,2.78,30,55.9,63.5,3.52
2013,全,屏東縣,其他神經系統,0.38,5,53.6,52,0.59
2013,全,屏東縣,甲狀腺,7.92,89,49.13,51,10.44
2013,全,屏東縣,其他內分泌腺,0.26,2,26,26,0.23
2013,全,屏東縣,其他分界不明的部位,0.21,2,47.5,47.5,0.23
2013,全,屏東縣,不明原發部位,3.86,54,66.96,65.5,6.34
2013,全,屏東縣,何杰金氏淋巴瘤,1.23,12,47.17,45,1.41
2013,全,屏東縣,白血病,6.57,77,56.82,58,9.03
2013,全,屏東縣,非何杰金氏淋巴瘤,5.38,68,62.18,64.5,7.98
2013,全,屏東縣,漿細胞瘤,1.38,19,67.16,65,2.23
2013,全,屏東縣,全癌症,303.26,"3,985",62.84,63,467.57
2013,全,澎湖縣,口腔、口咽及下咽,9.46,13,55.54,54,12.95
2013,全,澎湖縣,主唾液腺,0.89,1,41,41,1
2013,全,澎湖縣,鼻咽,2.23,3,58.67,56,2.99
2013,全,澎湖縣,食道,5.6,9,66.22,73,8.96
2013,全,澎湖縣,胃,9.99,19,72.32,78,18.92
2013,全,澎湖縣,小腸,0.65,1,62,62,1
2013,全,澎湖縣,結直腸,33.81,59,69.83,72,58.76
2013,全,澎湖縣,肝及肝內膽管,40.15,63,64.94,64,62.75
2013,全,澎湖縣,膽囊及肝外膽管,0.96,2,73,73,1.99
2013,全,澎湖縣,胰,5.59,11,76.09,80,10.96
2013,全,澎湖縣,後腹膜腔及腹膜,1.42,2,54.5,54.5,1.99
2013,全,澎湖縣,喉,1.54,2,45.5,45.5,1.99
2013,全,澎湖縣,肺、支氣管及氣管,34.61,58,68,67,57.77
2013,全,澎湖縣,胸腺、心臟與中隔,1.35,2,65.5,65.5,1.99
2013,全,澎湖縣,皮膚,9.06,16,72.06,74.5,15.94
2013,全,澎湖縣,膀胱,3.75,8,77,80.5,7.97
2013,全,澎湖縣,腎,3.05,5,73.6,74,4.98
2013,全,澎湖縣,腎盂及其他泌尿系統,2.91,6,79.17,78,5.98
2013,全,澎湖縣,眼及淚腺,0.35,1,83,83,1
2013,全,澎湖縣,腦,0.35,1,84,84,1
2013,全,澎湖縣,其他神經系統,0.77,1,48,48,1
2013,全,澎湖縣,甲狀腺,6.59,9,52.56,57,8.96
2013,全,澎湖縣,不明原發部位,2.93,5,63.8,57,4.98
2013,全,澎湖縣,白血病,1.65,3,68.67,63,2.99
2013,全,澎湖縣,非何杰金氏淋巴瘤,7.32,10,59.8,61,9.96
2013,全,澎湖縣,漿細胞瘤,2.68,5,68.6,76,4.98
2013,全,澎湖縣,全癌症,236.27,384,66.11,67,382.47
2013,全,花蓮縣,口腔、口咽及下咽,32.46,158,56.52,56,47.32
2013,全,花蓮縣,主唾液腺,0.41,2,52.5,52.5,0.6
2013,全,花蓮縣,鼻咽,3.99,19,53.21,54,5.69
2013,全,花蓮縣,食道,9.94,51,60.14,57,15.27
2013,全,花蓮縣,胃,12.03,67,69.79,71,20.07
2013,全,花蓮縣,小腸,0.89,5,65.6,63,1.5
2013,全,花蓮縣,結直腸,37.27,201,66.91,69,60.2
2013,全,花蓮縣,肝及肝內膽管,31.24,164,66.56,67.5,49.12
2013,全,花蓮縣,膽囊及肝外膽管,2.22,12,65.42,63,3.59
2013,全,花蓮縣,胰,4.34,22,66.41,69.5,6.59
2013,全,花蓮縣,後腹膜腔及腹膜,0.36,2,62.5,62.5,0.6
2013,全,花蓮縣,鼻腔、中耳及副鼻竇,0.84,4,62,60,1.2
2013,全,花蓮縣,喉,1.94,10,63.3,61.5,2.99
2013,全,花蓮縣,肺、支氣管及氣管,38.12,209,67.85,69,62.59
2013,全,花蓮縣,胸膜,0.17,1,76,76,0.3
2013,全,花蓮縣,胸腺、心臟與中隔,1.13,4,35.75,37.5,1.2
2013,全,花蓮縣,骨、關節及關節軟骨,0.2,1,53,53,0.3
2013,全,花蓮縣,結締組織、皮下組織及其他軟組織,1.06,6,71,71,1.8
2013,全,花蓮縣,皮膚,13.41,72,68.51,69,21.56
2013,全,花蓮縣,膀胱,6.76,42,75.71,79,12.58
2013,全,花蓮縣,腎,3.02,16,67.19,68,4.79
2013,全,花蓮縣,腎盂及其他泌尿系統,3.95,21,70.29,69,6.29
2013,全,花蓮縣,眼及淚腺,0.92,5,70.8,76,1.5
2013,全,花蓮縣,腦,1.98,9,51.89,54,2.7
2013,全,花蓮縣,其他神經系統,0.53,3,68,64,0.9
2013,全,花蓮縣,甲狀腺,8.99,39,50.79,52,11.68
2013,全,花蓮縣,不明原發部位,2.07,12,74.5,77.5,3.59
2013,全,花蓮縣,何杰金氏淋巴瘤,1.27,5,50.6,43,1.5
2013,全,花蓮縣,白血病,6.47,28,59.57,65.5,8.39
2013,全,花蓮縣,非何杰金氏淋巴瘤,5.41,24,55,53.5,7.19
2013,全,花蓮縣,漿細胞瘤,1.59,9,66.33,62,2.7
2013,全,花蓮縣,全癌症,295.84,"1,527",63.93,64,457.33
2013,全,台東縣,口腔、口咽及下咽,45.3,145,56.85,57,64.5
2013,全,台東縣,鼻咽,8.77,26,50.42,49,11.56
2013,全,台東縣,食道,12.55,43,60,57,19.13
2013,全,台東縣,胃,11.78,45,67.53,67,20.02
2013,全,台東縣,小腸,1.91,6,53.67,46.5,2.67
2013,全,台東縣,結直腸,34.31,126,68.98,71,56.04
2013,全,台東縣,肝及肝內膽管,36.69,127,64.28,66,56.49
2013,全,台東縣,膽囊及肝外膽管,3.17,13,76.23,79,5.78
2013,全,台東縣,胰,6.78,25,69.48,71,11.12
2013,全,台東縣,鼻腔、中耳及副鼻竇,0.28,1,59,59,0.44
2013,全,台東縣,喉,5.75,21,65,64,9.34
2013,全,台東縣,肺、支氣管及氣管,34.94,132,69.58,71,58.71
2013,全,台東縣,胸腺、心臟與中隔,0.3,1,54,54,0.44
2013,全,台東縣,骨、關節及關節軟骨,0.27,1,61,61,0.44
2013,全,台東縣,結締組織、皮下組織及其他軟組織,2.5,9,62.44,56,4
2013,全,台東縣,皮膚,10.9,42,70.05,74,18.68
2013,全,台東縣,膀胱,4.67,18,69.17,75.5,8.01
2013,全,台東縣,腎,2.88,10,66,68,4.45
2013,全,台東縣,腎盂及其他泌尿系統,2.42,9,66.56,73,4
2013,全,台東縣,眼及淚腺,0.28,1,72,72,0.44
2013,全,台東縣,腦,1.13,3,45.67,48,1.33
2013,全,台東縣,其他神經系統,0.28,1,59,59,0.44
2013,全,台東縣,甲狀腺,5.1,16,51.19,54.5,7.12
2013,全,台東縣,不明原發部位,2.81,9,57.89,56,4
2013,全,台東縣,何杰金氏淋巴瘤,0.52,2,75,75,0.89
2013,全,台東縣,白血病,7.22,19,54,60,8.45
2013,全,台東縣,非何杰金氏淋巴瘤,5.77,19,61.58,73,8.45
2013,全,台東縣,漿細胞瘤,1.17,4,54.25,56,1.78
2013,全,台東縣,全癌症,297.84,"1,030",63.34,64,458.14
2013,全,金門縣,口腔、口咽及下咽,3.56,6,57.33,53,4.97
2013,全,金門縣,主唾液腺,1.16,2,50,50,1.66
2013,全,金門縣,鼻咽,3.11,5,51,48,4.14
2013,全,金門縣,食道,8.66,16,59.19,54.5,13.25
2013,全,金門縣,胃,5.41,11,72.45,74,9.11
2013,全,金門縣,結直腸,19.42,35,64.74,63,28.99
2013,全,金門縣,肝及肝內膽管,16.64,30,65.63,65,24.85
2013,全,金門縣,胰,2.24,5,74.8,75,4.14
2013,全,金門縣,鼻腔、中耳及副鼻竇,0.57,1,48,48,0.83
2013,全,金門縣,肺、支氣管及氣管,22.23,40,70.48,75.5,33.14
2013,全,金門縣,胸膜,1.09,2,50,50,1.66
2013,全,金門縣,結締組織、皮下組織及其他軟組織,1.5,2,49,49,1.66
2013,全,金門縣,皮膚,1.7,3,65,75,2.49
2013,全,金門縣,膀胱,2.69,5,69,71,4.14
2013,全,金門縣,腎,1.85,4,68.75,68,3.31
2013,全,金門縣,腎盂及其他泌尿系統,0.77,1,65,65,0.83
2013,全,金門縣,甲狀腺,9.12,13,40.77,36,10.77
2013,全,金門縣,其他內分泌腺,0.77,1,33,33,0.83
2013,全,金門縣,不明原發部位,1.13,2,81,81,1.66
2013,全,金門縣,何杰金氏淋巴瘤,0.52,1,79,79,0.83
2013,全,金門縣,白血病,4.4,7,56.14,54,5.8
2013,全,金門縣,非何杰金氏淋巴瘤,4.92,9,63.56,63,7.46
2013,全,金門縣,全癌症,136.08,239,62.74,62,197.99
2013,全,連江縣,胃,5.71,1,60,60,8.22
2013,全,連江縣,結直腸,9.37,2,54,54,16.44
2013,全,連江縣,肝及肝內膽管,25.36,5,66.6,57,41.1
2013,全,連江縣,肺、支氣管及氣管,14.63,2,60,60,16.44
2013,全,連江縣,結締組織、皮下組織及其他軟組織,9.78,1,70,70,8.22
2013,全,連江縣,腎,6.55,1,41,41,8.22
2013,全,連江縣,甲狀腺,16.37,3,46.67,50,24.66
2013,全,連江縣,不明原發部位,4.52,1,55,55,8.22
2013,全,連江縣,白血病,5.77,1,82,82,8.22
2013,全,連江縣,非何杰金氏淋巴瘤,7.5,1,65,65,8.22
2013,全,連江縣,全癌症,134.05,22,60,56.5,180.85
2013,男,全國,口腔、口咽及下咽,42.34,"6,718",55.3,54,57.49
2013,男,全國,主唾液腺,1.11,163,54.26,55,1.39
2013,男,全國,鼻咽,7.72,"1,187",51.9,52,10.16
2013,男,全國,食道,14.64,"2,373",58.37,57,20.31
2013,男,全國,胃,14.59,"2,469",69.66,71,21.13
2013,男,全國,小腸,1.37,226,63.42,62,1.93
2013,男,全國,結直腸,54.41,"8,887",66.14,66,76.06
2013,男,全國,肝及肝內膽管,51.12,"8,203",63.03,63,70.2
2013,男,全國,膽囊及肝外膽管,3.1,515,68.9,70,4.41
2013,男,全國,胰,7.19,"1,175",66.32,67,10.06
2013,男,全國,後腹膜腔及腹膜,0.63,90,55.03,59,0.77
2013,男,全國,消化器官其他分界不明部位,0.05,8,68.13,79,0.07
2013,男,全國,鼻腔、中耳及副鼻竇,0.96,154,57.84,55,1.32
2013,男,全國,喉,4.11,668,62.41,62,5.72
2013,男,全國,肺、支氣管及氣管,44.61,"7,376",68.39,70,63.13
2013,男,全國,胸膜,0.32,49,63.88,65,0.42
2013,男,全國,胸腺、心臟與中隔,1.37,205,53.97,54,1.75
2013,男,全國,骨、關節及關節軟骨,0.85,99,39.09,35,0.85
2013,男,全國,結締組織、皮下組織及其他軟組織,2.39,342,54.03,57,2.93
2013,男,全國,皮膚,11.88,"2,004",70.16,73,17.15
2013,男,全國,男性乳房,0.31,54,68.44,68,0.46
2013,男,全國,攝護腺,29.69,"4,888",73.19,74,41.83
2013,男,全國,睪丸,1.87,212,30.32,28,1.81
2013,男,全國,其他男性生殖器官,0.57,95,66.68,69,0.81
2013,男,全國,膀胱,9.12,"1,533",69.52,71,13.12
2013,男,全國,腎,5.42,855,60.71,61,7.32
2013,男,全國,腎盂及其他泌尿系統,4.22,688,68.79,70,5.89
2013,男,全國,眼及淚腺,0.38,44,49.77,57.5,0.38
2013,男,全國,腦,3.06,406,50.38,54,3.47
2013,男,全國,其他神經系統,0.32,47,54.6,58,0.4
2013,男,全國,甲狀腺,5.2,771,49.84,50,6.6
2013,男,全國,其他內分泌腺,0.51,52,32.71,30.5,0.45
2013,男,全國,其他分界不明的部位,0.06,8,45.13,43.5,0.07
2013,男,全國,不明原發部位,2.94,489,65.82,66,4.18
2013,男,全國,何杰金氏淋巴瘤,0.95,117,40.46,34,1
2013,男,全國,白血病,9.22,"1,300",56.81,61,11.13
2013,男,全國,非何杰金氏淋巴瘤,8.4,"1,317",61.24,62,11.27
2013,男,全國,漿細胞瘤,1.93,319,66.76,66,2.73
2013,男,全國,全癌症,349.56,"56,189",63.82,64,480.88
2013,男,台北市,口腔、口咽及下咽,24.06,455,58.33,57,35.27
2013,男,台北市,主唾液腺,1.25,21,55.38,59,1.63
2013,男,台北市,鼻咽,6.25,108,51.52,52,8.37
2013,男,台北市,食道,7.55,152,62.43,60,11.78
2013,男,台北市,胃,14.23,312,71.63,73,24.19
2013,男,台北市,小腸,1.31,26,68.46,69.5,2.02
2013,男,台北市,結直腸,49.42,"1,011",67.8,68,78.38
2013,男,台北市,肝及肝內膽管,34.82,696,65.01,64,53.96
2013,男,台北市,膽囊及肝外膽管,2.65,57,70.32,72,4.42
2013,男,台北市,胰,7.03,151,70.56,71,11.71
2013,男,台北市,後腹膜腔及腹膜,0.48,9,59.89,64,0.7
2013,男,台北市,消化器官其他分界不明部位,0.02,1,92,92,0.08
2013,男,台北市,鼻腔、中耳及副鼻竇,1.06,21,64.62,65,1.63
2013,男,台北市,喉,2.93,59,64.2,63,4.57
2013,男,台北市,肺、支氣管及氣管,39.31,836,69.4,70,64.81
2013,男,台北市,胸膜,0.42,7,61.57,69,0.54
2013,男,台北市,胸腺、心臟與中隔,1.61,28,55.79,54,2.17
2013,男,台北市,骨、關節及關節軟骨,0.84,12,45.92,54.5,0.93
